Customer Name,Customer #,Invoice #,Invoice Amount,Due Date,Predicted Payment Date
TARG us,200744019,1930703888,31336.59,2020-04-14,2020-04-15
LOB us,140104409,2960618053,67051.08,2020-03-22,2020-03-24
WAL-MAR in,200769623,1930832685,34900.64,2020-05-14,2020-05-15
GROC llc,200915438,1930804153,21193.5,2020-05-06,2020-05-07
TARG systems,200744019,1930738698,11613.72,2020-04-19,2020-04-20
BJ'S  foundation,200726979,1930638021,753.75,2020-03-26,2020-03-27
ALBERT corporation,200407025,1930723423,6773.28,2020-04-17,2020-04-18
KRAFT  corporation,CCCA02,1930611266,16551.36,2020-04-12,2020-04-13
SYSTEMS in,200719300,1930636982,25350.48,2020-04-04,2020-04-05
FAMILY llc,200786288,1930768804,13162.7,2020-04-29,2020-04-30
SUPE systems,200793568,1930571557,5820.85,2020-05-02,2020-05-03
WAL-MAR foundation,200769623,1930706049,1249.81,2020-04-11,2020-04-12
COST co,200794332,1930855421,51098.78,2020-05-19,2020-05-20
SYSTEMS co,200719300,1930670890,36041.4,2020-04-03,2020-04-04
WEIS llc,200771157,1930797050,11441.8,2020-05-02,2020-05-03
KROGER in,200732755,1930706030,27597.79,2020-04-11,2020-04-12
TARG,200744019,1930698646,12949.71,2020-04-09,2020-04-10
MEIJ associates,200780383,1930714912,75915.16,2020-04-11,2020-04-12
WAL-MAR foundation,200769623,1930747143,50815.94,2020-04-20,2020-04-21
SA us,200729942,1930759813,1813.51,2020-04-22,2020-04-23
TARG us,200744019,1930620636,16677.11,2020-03-25,2020-03-26
SPAR,200712187,1930822722,94623.24,2020-05-09,2020-05-10
WAL-MAR co,200769623,1930584580,53468.24,2020-03-17,2020-03-18
COST corp,200794332,1930789256,3107.78,2020-05-02,2020-05-03
OK corp,200739534,1930620039,61509.78,2020-03-22,2020-03-23
KROG systems,200609331,1930710889,16793.52,2020-04-11,2020-04-12
SA systems,200759878,1930824688,42067.81,2020-05-12,2020-05-13
WINC,200706844,1930793003,16440.72,2020-05-06,2020-05-07
BURR co,200555117,1930818929,761.76,2020-05-08,2020-05-09
SA,200759878,1930691527,124703.58,2020-05-09,2020-05-07
FOOD  in,200437182,1930876683,38789.48,2020-05-22,2020-05-23
AM in,200418007,1930800446,38144.58,2020-05-03,2020-05-04
TARG associates,200744019,1930817856,9147.34,2020-05-09,2020-05-10
BJ'S  llc,200726979,1930781031,1111.27,2020-04-27,2020-04-28
PUBLI llc,200707822,1930584996,15282.52,2020-03-16,2020-03-17
GORDO co,200782001,1930651574,58212.29,2020-03-31,2020-04-01
PRES associates,100026809,1930793795,27973.75,2020-04-25,2020-04-26
BLOU systems,200727278,1930623178,95932.62,2020-03-26,2020-03-27
WAL-MAR in,200769623,1930692314,11106.37,2020-04-08,2020-04-09
COST foundation,200794332,1930725336,39144.4,2020-04-15,2020-04-16
C&S WH us,200762301,1930719527,11862.42,2020-06-04,2020-06-05
WAL-MAR,200769623,1930713853,12754.3,2020-04-12,2020-04-13
LOB systems,140104409,2960625850,72623.36,2020-04-15,2020-04-17
FELI associates,100024102,1991839772,5594,2020-04-05,2020-04-07
GORDON F corp,140105847,2960618490,1609.9,2020-03-20,2020-03-22
SA systems,200729942,1930809895,16360.32,2020-05-06,2020-05-07
WAL-MAR corporation,200769623,1930651721,41840.94,2020-03-29,2020-03-30
WAL-MAR in,200769623,1930780027,471.56,2020-04-27,2020-04-28
BJ'S  us,200726979,1930723944,250.09,2020-04-15,2020-04-16
KRAFT F in,CCU013,1930624553,15496.89,2020-03-09,2020-03-07
WAL-MAR systems,200769623,1930777411,7741.25,2020-04-27,2020-04-28
C&S WH systems,200762301,1930691673,44721.2,2020-04-10,2020-04-11
WAL-MAR llc,200769623,1930676112,30785.43,2020-04-06,2020-04-07
LOB co,140104409,2960619503,126394.24,2020-03-21,2020-03-23
LOB llc,140104409,2960623813,30678.96,2020-04-05,2020-04-07
NATURA systems,100030964,1930875777,18419.47,2020-05-23,2020-05-24
DEC foundation,200416837,1930599622,1438.68,2020-03-24,2020-04-21
WAKE systems,200704858,1930669923,25159.33,2020-04-04,2020-04-05
COST associates,200794332,1930838767,2891.67,2020-05-15,2020-05-16
ROU,200790107,1930768727,84993.56,2020-04-25,2020-04-26
RALEY,200774000,1930800530,58601.57,2020-05-03,2020-05-04
KROGER systems,200793513,1930687631,17283.5,2020-04-09,2020-04-10
COSTCO corporation,140104429,2960632748,4349.45,2020-05-18,2020-05-20
C&S WH corp,200762301,1930653854,21187.86,2020-04-01,2020-04-02
SAFEW,200772595,1930692480,80603.7,2020-04-08,2020-04-09
COST foundation,200794332,1930776909,49156.14,2020-04-25,2020-04-26
WAL-MAR associates,200769623,1930705347,28716.19,2020-04-11,2020-04-12
WAL-MAR in,200769623,1930803678,7954.64,2020-05-06,2020-05-07
DOT associates,200705742,1930638170,16473.27,2020-03-27,2020-03-28
DEC llc,200020431,1930826112,303.12,2020-05-09,2020-06-06
LOB corp,140104409,2960621089,20713.49,2020-03-30,2020-04-01
AL in,200739006,1930685604,44679.55,2020-04-08,2020-04-09
SUPE llc,200936373,1930637104,11444.89,2020-03-27,2020-03-28
KROG associates,200749782,1930732842,30180.89,2020-04-18,2020-04-19
ROU systems,200790107,1930683907,40874.05,2020-04-06,2020-04-07
C&S WH associates,200762301,1930748208,92323.07,2020-04-22,2020-04-23
JRD us,200781803,1930768391,15149.88,2020-04-25,2020-04-26
C&S WH systems,200762301,1930765521,84474.85,2020-04-24,2020-04-25
FAREW in,200783734,1930646542,104618.93,2020-03-27,2020-03-28
UNITE co,200696090,1930819209,7895.04,2020-05-13,2020-05-14
WAL-MAR co,200769623,1930714063,35830.02,2020-04-13,2020-04-14
WAL-MAR corporation,200769623,1930693176,39481.9,2020-04-10,2020-04-11
SYSCO F corp,200763814,1930849511,35578.98,2020-05-16,2020-05-17
WAL-MAR llc,200769623,1930654104,31945.33,2020-04-01,2020-04-02
17135 foundation,100034821,2960617754,19957.75,2020-03-12,2020-03-14
SPAR corporation,200712187,1930820895,54954.1,2020-05-08,2020-05-09
WAL-M associates,140106408,2960631659,167593.64,2020-05-12,2020-05-22
DECA co,200353024,1930685794,90.12,2020-04-08,2020-05-06
SHAM corp,200708411,1930673614,6484.48,2020-04-14,2020-04-15
SA,200759878,1930652501,13042.11,2020-04-01,2020-04-02
WEIS in,200771157,1930777491,48440.56,2020-04-28,2020-04-29
BJ'S  in,200726979,1930658124,142.92,2020-04-01,2020-04-02
WAL-MAR foundation,200769623,1930819890,34870.51,2020-05-09,2020-05-10
SYSCO F corporation,200718130,1930564772,6616.28,2020-03-18,2020-03-19
DECA trust,200353024,1930876511,678.76,2020-05-11,2020-06-08
TARG systems,200744019,1930818824,9924.17,2020-05-08,2020-05-09
SHOPPE,140105785,2960635937,935.09,2020-05-29,2020-05-31
DOT in,200705742,1930656138,36344.78,2020-04-17,2020-04-18
DI systems,200769369,1930749923,35354.3,2020-04-21,2020-04-22
DEC in,200803720,1930820038,1309.66,2020-05-09,2020-06-06
WAL-MAR co,200769623,1930859115,18130,2020-05-20,2020-05-21
C&S WH associates,200762301,1930775599,103911.76,2020-04-28,2020-04-29
WAL-MAR trust,200769623,1930578100,661.11,2020-03-14,2020-03-15
C&S WH foundation,200762301,1930720632,18151.11,2020-04-15,2020-04-16
SMITH'S associates,200466603,1930592895,5135.06,2020-05-07,2020-05-08
INGL corporation,200759082,1930746912,91553.12,2020-04-18,2020-04-19
UNIFIE,200792293,1930834439,65091.94,2020-05-15,2020-05-16
COST co,200794332,1930782394,1425.15,2020-04-30,2020-05-01
WAL-MAR in,200769623,1930586348,4285.78,2020-03-19,2020-03-20
WAL-MAR in,200769623,1930632465,57604.43,2020-03-25,2020-03-26
WAL-MAR in,200769623,1930837552,43583.84,2020-05-14,2020-05-15
JOSE corporation,100036009,1990571048,1561.56,2020-04-14,2020-04-16
JET corp,200152991,1930758948,3716.45,2020-04-24,2020-04-25
SAFEW corporation,200772595,1930565924,18583,2020-03-13,2020-03-14
WAL-MAR us,200769623,1930708398,1302.29,2020-04-11,2020-04-12
WAL-MAR us,200769623,1930781638,1102.2,2020-04-29,2020-04-30
SHAWS  corporation,200275115,1930863270,144798.3,2020-05-22,2020-05-23
WAL-MAR,200769623,1930759160,5711.68,2020-04-23,2020-04-24
WAL-MAR associates,200769623,1930827220,40406.86,2020-05-12,2020-05-13
BJ'S  co,200726979,1930630134,433.28,2020-03-24,2020-03-25
PEA associates,200455322,1930723271,25240.89,2020-05-02,2020-05-03
MINERS,200875680,1930911111,119248.83,2020-06-02,2020-06-03
SA corporation,200759878,1930700540,79124.01,2020-04-10,2020-04-11
ALBER corporation,200014556,1930723621,101837.01,2020-04-16,2020-04-17
PUBLI associates,200707822,1930649489,25778.45,2020-03-28,2020-03-29
SYSCO F us,200718130,1930638477,39039.69,2020-03-27,2020-03-28
SA,200759878,1930661014,29335.48,2020-04-01,2020-04-02
WAL-MAR in,200769623,1930611670,14864.8,2020-03-23,2020-03-24
ASSOCIAT,200772670,1930689198,106420.23,2020-04-07,2020-03-12
WAL-MAR corporation,200769623,1930810252,186.85,2020-05-07,2020-05-08
DEC in,200020431,1930817757,28656.1,2020-04-26,2020-05-24
WAKE corp,200704858,1930706548,33309.6,2020-04-11,2020-04-12
AJINOMO us,200619670,1930631942,7542.72,2020-03-15,2020-03-16
METRO  corporation,140104423,2960620879,93835.44,2020-03-26,2020-03-28
WAL-MAR,200769623,1930730232,7337.4,2020-04-23,2020-04-24
WAL-MAR us,200769623,1930763479,28321,2020-04-25,2020-04-26
WAL-M corp,140106408,2960625332,34945.24,2020-04-09,2020-04-11
EWT-EU llc,100031686,1991838996,1758.65,2020-04-09,2020-04-19
CJR WH llc,100012991,2960627082,4508.99,2020-04-19,2020-04-21
SMART &,200707741,1930633944,35266.4,2020-03-26,2020-03-27
WAL-M in,140106408,2960625208,22137.03,2020-04-07,2020-04-09
WAL-MAR,200769623,1930766199,13011.36,2020-04-25,2020-04-26
RA in,200704045,1930655756,51813.48,2020-04-01,2020-04-02
AM corporation,200418007,1930837501,16081.8,2020-05-16,2020-05-17
WAL-MAR trust,200769623,1930884604,37423.76,2020-05-26,2020-05-27
BROOKS associates,200727272,1930755425,114194.44,2020-04-21,2020-04-22
LOB trust,140104409,2960619466,4664.79,2020-03-30,2020-04-01
BURR,200555117,1930765414,56273.17,2020-04-24,2020-04-25
BJ'S  corp,200726979,1930830086,232.26,2020-05-13,2020-05-14
UNIFIE us,200792293,1930587162,32126.53,2020-03-17,2020-03-18
DOLLAR associates,100001196,1930817175,53187.46,2020-05-09,2020-05-10
COST corporation,200794332,1930722872,13114.9,2020-04-17,2020-04-18
KROGER associates,200752302,1930851690,47524.25,2020-05-17,2020-05-18
ASSOCIAT corporation,200772670,1930783526,83994.01,2020-04-29,2020-04-03
M corp,200793830,1930830468,11200.01,2020-05-12,2020-05-13
WAL-MAR associates,200769623,1930584086,16317.7,2020-03-16,2020-03-17
SUPE foundation,200936373,1930834044,3422.63,2020-05-14,2020-05-15
DOT trust,200705742,1930658127,26449.68,2020-04-20,2020-04-21
SAFEW co,200772595,1930764196,134339.75,2020-04-23,2020-04-24
WAL-MAR co,200769623,1930723998,15550.19,2020-04-15,2020-04-16
ASSOCIAT llc,200772670,1930576972,1825.2,2020-03-14,2020-02-17
WAL-MAR trust,200769623,1930875408,13038.15,2020-05-21,2020-05-22
JETR us,200705089,1930720991,9513.77,2020-04-14,2020-04-15
BE us,200806580,1930842570,5112.16,2020-05-16,2020-05-17
WAL-MAR us,200769623,1930726427,4750.23,2020-04-16,2020-04-17
MDV/ in,200792734,1930651104,63325.14,2020-03-28,2020-03-29
TARG,200744019,1930703887,7509.14,2020-04-14,2020-04-15
SHAM systems,200769556,1930671223,21532.85,2020-04-04,2020-04-05
WAL-MAR foundation,200769623,1930659029,69462.68,2020-04-02,2020-04-03
BJ'S  corp,200726979,1930778752,157.77,2020-04-23,2020-04-24
BJ'S  us,200726979,1930752474,492.17,2020-04-21,2020-04-22
WAL-MAR us,200769623,1930683405,14182.73,2020-04-07,2020-04-08
WAL-MAR,200769623,1930892227,6966.39,2020-05-27,2020-05-28
SUPE co,200936373,1930828858,138137.59,2020-05-12,2020-05-13
SUPE us,200793568,1930877433,1638.35,2020-05-22,2020-05-23
SYSCO IN us,100009932,1991839879,18480.5,2020-04-01,2020-04-11
WAL-MAR associates,200769623,1930780707,5269.66,2020-04-30,2020-05-01
COST associates,200794332,1930813387,285.03,2020-05-08,2020-05-09
WAL-MAR in,200769623,1930709250,39681.67,2020-04-12,2020-04-13
SUPE corp,200793568,1930802217,35223.73,2020-05-06,2020-05-07
DEC co,200803720,1930822923,2046.61,2020-05-09,2020-06-06
WAL-MAR corporation,200769623,1930802451,34371.42,2020-05-06,2020-05-07
C&S WH trust,200762301,1930660296,46511.27,2020-03-31,2020-04-01
BJ'S  trust,200726979,1930723398,229.6,2020-04-15,2020-04-16
TARG co,200744019,1930767792,5139.28,2020-04-24,2020-04-25
WAL-MAR in,200769623,1930730518,16357.43,2020-04-18,2020-04-19
WESTERN foundation,200736312,1930797706,35350.58,2020-05-02,2020-05-03
SMITHFIE co,100000222,1930748345,2403.46,2020-04-24,2020-04-25
CE,200778998,1930802147,67093.3,2020-05-05,2020-05-06
FAMILY llc,200786288,1930787614,13137.47,2020-04-30,2020-05-01
RESTA us,200974851,1930577925,2760.06,2020-03-18,2020-03-19
WAL-MAR corp,200769623,1930720528,18841.92,2020-04-16,2020-04-17
AM llc,200418007,1930779675,5272.64,2020-04-30,2020-05-01
PIT in,200783190,1930819776,17358.39,2020-05-09,2020-05-10
DOLLA llc,200148860,1930763263,56403.36,2020-04-24,2020-04-25
COST corporation,200794332,1930770869,24341.31,2020-04-29,2020-04-30
TARG llc,200744019,1930693384,15132.65,2020-04-09,2020-04-10
KROGER corporation,200875006,1930683771,104933.47,2020-04-05,2020-04-06
WAL-MAR co,200769623,1930583166,3898.33,2020-03-14,2020-03-15
WAL-M us,140106408,2960620639,2586.98,2020-03-24,2020-03-26
WAL-MAR corporation,200769623,1930856392,53766.26,2020-05-19,2020-05-20
MEIJ co,200780383,1930623609,136900.05,2020-03-24,2020-03-25
COST corp,200794332,1930778717,60564.67,2020-04-29,2020-04-30
WAL-MAR in,200769623,1930723492,12777.52,2020-04-14,2020-04-15
TARG,200744019,1930655315,26362.09,2020-03-31,2020-04-01
SHERM'S  foundation,200793319,1930722690,17560.35,2020-04-16,2020-04-17
WAL-MAR co,200769623,1930855783,19545.44,2020-05-20,2020-05-21
BJ'S  us,200726979,1930828167,27.6,2020-05-11,2020-05-12
KROGER corp,200729290,1930654471,131290.13,2020-03-31,2020-04-01
MCL us,200799367,1930782217,22860.69,2020-05-01,2020-05-02
BJ'S,200726979,1930642836,15759.28,2020-03-26,2020-03-27
GORDON F foundation,140105847,2960626597,874,2020-04-25,2020-04-27
BJ'S,200726979,1930783157,270.05,2020-04-27,2020-04-28
KROGER,200729290,1930714966,37624.59,2020-04-13,2020-04-14
AM in,200418007,1930645645,11208.68,2020-03-31,2020-04-01
DEC foundation,200020431,1930681151,1298.56,2020-04-08,2020-05-06
KRAFT  associates,CCCA02,1930666676,81415.95,2020-04-30,2020-05-01
AL corp,200739006,1930810933,24847.78,2020-05-13,2020-05-14
KROGER,200748108,1930849846,7545.7,2020-05-16,2020-05-17
WAL-MAR us,200769623,1930593654,48013.05,2020-03-19,2020-03-20
C&S WH trust,200762301,1930717287,10188.94,2020-04-14,2020-04-15
SA in,200759878,1930693707,31850.07,2020-04-10,2020-04-11
NEX llc,200761497,1930796499,344.52,2020-05-02,2020-05-03
WAL-MAR co,200769623,1930683045,16237.44,2020-04-06,2020-04-07
SUPE systems,200793568,1930792941,15441.53,2020-04-30,2020-05-01
DECA systems,200592182,1930699896,1766.56,2020-04-08,2020-05-06
PERISH,200526831,1930683854,133530.03,2020-04-05,2020-04-06
SYSC systems,140105686,2960625556,64174.7,2020-04-21,2020-04-23
AM in,200418007,1930661279,1320.2,2020-04-03,2020-04-04
WAL MA llc,200501669,1990572517,15733,2020-05-18,2020-05-28
BURR associates,200555117,1930645457,112320.55,2020-03-28,2020-03-29
BJ'S,200726979,1930716166,703.69,2020-04-13,2020-04-14
DEC co,200416837,1930698784,294.72,2020-04-08,2020-05-06
H E BUT corporation,200761734,1930772507,72008.38,2020-04-27,2020-04-28
WAL-MAR foundation,200769623,1930705920,49839.27,2020-04-10,2020-04-11
BAUGH SU llc,200434439,1930655747,63655.57,2020-03-31,2020-04-01
WAL-MAR trust,200769623,1930716733,8949.7,2020-04-13,2020-04-14
US  llc,200622385,1930660466,38206.37,2020-04-17,2020-04-18
KROGER trust,200752302,1930578882,17283.5,2020-03-15,2020-03-16
WAL-MAR in,200769623,1930753204,48378.15,2020-04-22,2020-04-23
DEC,200416837,1930872354,1766.69,2020-05-11,2020-06-08
C&S WH,200762301,1930774863,1333.04,2020-04-26,2020-04-27
KRAFT  co,CCCA02,1930645892,15790.07,2020-04-17,2020-04-18
ASSOCIAT,200772670,1930800666,80474.15,2020-05-03,2020-04-07
WAL-MAR systems,200769623,1930683153,31413.2,2020-04-06,2020-04-07
PUBLI co,200707822,1930776569,53485.2,2020-04-25,2020-04-26
DECA corporation,200230690,1930746269,5401.32,2020-04-24,2020-05-22
WAL-MAR associates,200769623,1930764549,3270.04,2020-04-23,2020-04-24
WAL-MAR associates,200769623,1930713349,48384.24,2020-04-12,2020-04-13
C&S W foundation,200965912,1930777752,6393.52,2020-06-14,2020-06-15
WAL-MAR corporation,200769623,1930624453,12267.16,2020-03-24,2020-03-25
LABAT trust,200770567,1930804754,46530.57,2020-05-07,2020-05-08
PRES us,100026809,1930900153,201.25,2020-05-24,2020-05-25
MDV/ systems,200792734,1930646619,71454.04,2020-03-28,2020-03-29
WAL-MAR llc,200769623,1930573691,45090.73,2020-03-14,2020-03-15
WAL-MAR us,200769623,1930654062,54651.85,2020-03-30,2020-03-31
WAL-MAR foundation,200769623,1930709720,4039.37,2020-04-11,2020-04-12
WAL-MAR systems,200769623,1930850096,47448.96,2020-05-17,2020-05-18
WAKE us,200704858,1930731098,12901.61,2020-04-18,2020-04-19
MDV/ us,200792734,1930725812,52411.75,2020-04-15,2020-04-16
SA systems,200759878,1930643562,35331.91,2020-03-28,2020-03-29
WAL-MAR systems,200769623,1930571124,714.1,2020-03-13,2020-03-14
WAL-MAR llc,200769623,1930832939,13985.79,2020-05-15,2020-05-16
WAL-MAR systems,200769623,1930674897,40629.36,2020-04-05,2020-04-06
SUPE systems,200793568,1930628737,148688.75,2020-03-26,2020-03-27
WAL-M foundation,140106408,2960622454,109073.67,2020-03-31,2020-04-02
WAL-MAR in,200769623,1930699664,36759.39,2020-04-10,2020-04-11
WAL-MAR associates,200769623,1930890205,6813.61,2020-05-27,2020-05-28
SA foundation,200759878,1930729222,36902.29,2020-04-17,2020-04-18
H E BUT co,200761734,1930777483,24577.49,2020-04-28,2020-04-29
BJ'S  us,200726979,1930842945,24918.62,2020-05-15,2020-05-16
LAWR in,100006871,1930793799,6146.56,2020-05-01,2020-05-02
RA trust,200704045,1930775825,17237.94,2020-04-26,2020-04-27
DOLLAR co,100001196,1930585936,10285.88,2020-03-18,2020-03-19
C&S WH co,200762301,1930808703,84560.73,2020-05-05,2020-05-06
WAL-MAR,200769623,1930690474,3955.77,2020-04-09,2020-04-10
WAL-MAR trust,200769623,1930611402,1200.3,2020-03-21,2020-03-22
WAL-MAR llc,200769623,1930580049,7736.7,2020-03-17,2020-03-18
WAL-MAR llc,200769623,1930827737,1858.66,2020-05-11,2020-05-12
WAL-MAR systems,200769623,1930654070,44453.49,2020-03-30,2020-03-31
TARG,200744019,1930693131,60810.49,2020-04-09,2020-04-10
MID MO in,200723794,1930684797,111981.31,2020-04-07,2020-04-08
KROGE,200519201,1930611977,25203.37,2020-03-23,2020-03-24
MCLANE llc,200126819,1930684502,26266,2020-04-09,2020-04-10
DOLLA corporation,200148860,1930780506,74260.21,2020-04-28,2020-04-29
WAL-MAR corporation,200769623,1930575884,9095.08,2020-03-14,2020-03-15
BI in,100015557,1930630442,4337.28,2020-03-25,2020-03-26
ASSOCIAT foundation,200772670,1930629463,227.42,2020-03-24,2020-02-27
SHAWS  co,200275115,1930843501,104997.67,2020-05-17,2020-05-18
DELHAIZE us,100031704,1930663865,13551.84,2020-04-01,2020-04-02
COSTCO associates,140104429,2960622315,36237.66,2020-03-28,2020-03-30
WAL-MAR in,200769623,1930691509,19888.44,2020-04-08,2020-04-09
C systems,200778870,1930811066,8759.73,2020-05-07,2020-05-08
WAL-MAR trust,200769623,1930747099,53053.73,2020-04-19,2020-04-20
WAL-MAR systems,200769623,1930813848,81091.7,2020-05-07,2020-05-08
WAL-MAR associates,200769623,1930642664,1898.2,2020-03-27,2020-03-28
GREEN,200557600,1930750499,6529.05,2020-04-16,2020-04-17
WAL-MAR systems,200769623,1930854517,3403.8,2020-05-20,2020-05-21
ESSEX  in,100049079,1930698659,6518.72,2020-04-10,2020-04-11
WAL-MAR trust,200769623,1930719727,53261.94,2020-04-14,2020-04-15
METRO  co,140104423,2960618498,144781.98,2020-03-22,2020-03-24
SA in,200759878,1930714649,47455.1,2020-04-12,2020-04-13
SYSCO F in,200718130,1930797171,586.53,2020-05-01,2020-05-02
US  corp,200700919,1930577256,34407.15,2020-03-30,2020-03-31
SAVE-ON- associates,140104225,2960624321,95793.43,2020-04-04,2020-04-06
WAL-MAR associates,200769623,1930813678,53558.06,2020-05-07,2020-05-08
WAL-MAR us,200769623,1930668382,174.09,2020-04-05,2020-04-06
WAL-MAR trust,200769623,1930827739,30972.35,2020-05-11,2020-05-12
SYSCO FO,200780825,1930572208,27441.32,2020-03-13,2020-03-14
WAL-MAR us,200769623,1930746772,23624.06,2020-04-20,2020-04-21
C& corp,200435191,1930553641,674.24,2020-03-14,2020-03-15
WAL-MAR in,200769623,1930744554,1991.84,2020-04-19,2020-04-20
WAL-MAR corporation,200769623,1930672107,57528.69,2020-04-07,2020-04-08
JET foundation,200152991,1930857775,8270.1,2020-05-21,2020-05-22
LOB foundation,140104409,2960619689,122608.08,2020-03-29,2020-03-31
WAL-MAR in,200769623,1930691208,5646.98,2020-04-09,2020-04-10
BRUN systems,140106358,2960627981,9599.55,2020-05-01,2020-05-03
